;v0.3.135e10_exEcai-3ag_ECAI_Clique_3All
Average of total size of {acknowledge confirmation} sent (avg) ;132.0;
Average of total size of {acknowledge confirmation} sent (stddev) ;0.0;
Average of total size of {acknowledge confirmation} sent (min) ;132.0;
Average of total size of {acknowledge confirmation} sent (max) ;132.0;
Average of max size of {acknowledge confirmation} sent (avg) ;48.0;
Average of max size of {acknowledge confirmation} sent (stddev) ;0.0;
Average of max size of {acknowledge confirmation} sent (min) ;48.0;
Average of max size of {acknowledge confirmation} sent (max) ;48.0;
Average of min size of {acknowledge confirmation} sent (avg) ;12.0;
Average of min size of {acknowledge confirmation} sent (stddev) ;0.0;
Average of min size of {acknowledge confirmation} sent (min) ;12.0;
Average of min size of {acknowledge confirmation} sent (max) ;12.0;
Standard deviation of nb of {acknowledge confirmation} sent (avg) ;0.4714045207910317;
Standard deviation of nb of {acknowledge confirmation} sent (stddev) ;0.0;
Standard deviation of nb of {acknowledge confirmation} sent (min) ;0.4714045207910317;
Standard deviation of nb of {acknowledge confirmation} sent (max) ;0.4714045207910317;
Standard deviation of total size of {acknowledge confirmation} sent (avg) ;40.13311184877977;
Standard deviation of total size of {acknowledge confirmation} sent (stddev) ;7.105427357601002E-15;
Standard deviation of total size of {acknowledge confirmation} sent (min) ;40.13311184877976;
Standard deviation of total size of {acknowledge confirmation} sent (max) ;40.13311184877976;
Standard deviation of max size of {acknowledge confirmation} sent (avg) ;19.798989873223327;
Standard deviation of max size of {acknowledge confirmation} sent (stddev) ;3.552713678800501E-15;
Standard deviation of max size of {acknowledge confirmation} sent (min) ;19.79898987322333;
Standard deviation of max size of {acknowledge confirmation} sent (max) ;19.79898987322333;
Standard deviation of min size of {acknowledge confirmation} sent (avg) ;8.48528137423857;
Standard deviation of min size of {acknowledge confirmation} sent (stddev) ;0.0;
Standard deviation of min size of {acknowledge confirmation} sent (min) ;8.48528137423857;
Standard deviation of min size of {acknowledge confirmation} sent (max) ;8.48528137423857;
Product of nb of {acknowledge} sent (avg) ;60.0;
Product of nb of {acknowledge} sent (stddev) ;0.0;
Product of nb of {acknowledge} sent (min) ;60;
Product of nb of {acknowledge} sent (max) ;60;
Product of total size of {acknowledge} sent (avg) ;480.0;
Product of total size of {acknowledge} sent (stddev) ;0.0;
Product of total size of {acknowledge} sent (min) ;480;
Product of total size of {acknowledge} sent (max) ;480;
Product of max size of {acknowledge} sent (avg) ;8.0;
Product of max size of {acknowledge} sent (stddev) ;0.0;
Product of max size of {acknowledge} sent (min) ;8;
Product of max size of {acknowledge} sent (max) ;8;
Product of min size of {acknowledge} sent (avg) ;8.0;
Product of min size of {acknowledge} sent (stddev) ;0.0;
Product of min size of {acknowledge} sent (min) ;8;
Product of min size of {acknowledge} sent (max) ;8;
Max of nb of {acknowledge} sent (avg) ;5.0;
Max of nb of {acknowledge} sent (stddev) ;0.0;
Max of nb of {acknowledge} sent (min) ;5;
Max of nb of {acknowledge} sent (max) ;5;
Max of total size of {acknowledge} sent (avg) ;10.0;
Max of total size of {acknowledge} sent (stddev) ;0.0;
Max of total size of {acknowledge} sent (min) ;10;
Max of total size of {acknowledge} sent (max) ;10;
Max of max size of {acknowledge} sent (avg) ;2.0;
Max of max size of {acknowledge} sent (stddev) ;0.0;
Max of max size of {acknowledge} sent (min) ;2;
Max of max size of {acknowledge} sent (max) ;2;
Max of min size of {acknowledge} sent (avg) ;2.0;
Max of min size of {acknowledge} sent (stddev) ;0.0;
Max of min size of {acknowledge} sent (min) ;2;
Max of min size of {acknowledge} sent (max) ;2;
Min of nb of {acknowledge} sent (avg) ;3.0;
Min of nb of {acknowledge} sent (stddev) ;0.0;
Min of nb of {acknowledge} sent (min) ;3;
Min of nb of {acknowledge} sent (max) ;3;
Min of total size of {acknowledge} sent (avg) ;6.0;
Min of total size of {acknowledge} sent (stddev) ;0.0;
Min of total size of {acknowledge} sent (min) ;6;
Min of total size of {acknowledge} sent (max) ;6;
Min of max size of {acknowledge} sent (avg) ;2.0;
Min of max size of {acknowledge} sent (stddev) ;0.0;
Min of max size of {acknowledge} sent (min) ;2;
Min of max size of {acknowledge} sent (max) ;2;
Min of min size of {acknowledge} sent (avg) ;2.0;
Min of min size of {acknowledge} sent (stddev) ;0.0;
Min of min size of {acknowledge} sent (min) ;2;
Min of min size of {acknowledge} sent (max) ;2;
Sum of nb of {acknowledge} sent (avg) ;12.0;
Sum of nb of {acknowledge} sent (stddev) ;0.0;
Sum of nb of {acknowledge} sent (min) ;12;
Sum of nb of {acknowledge} sent (max) ;12;
Sum of total size of {acknowledge} sent (avg) ;24.0;
Sum of total size of {acknowledge} sent (stddev) ;0.0;
Sum of total size of {acknowledge} sent (min) ;24;
Sum of total size of {acknowledge} sent (max) ;24;
Sum of max size of {acknowledge} sent (avg) ;6.0;
Sum of max size of {acknowledge} sent (stddev) ;0.0;
Sum of max size of {acknowledge} sent (min) ;6;
Sum of max size of {acknowledge} sent (max) ;6;
Sum of min size of {acknowledge} sent (avg) ;6.0;
Sum of min size of {acknowledge} sent (stddev) ;0.0;
Sum of min size of {acknowledge} sent (min) ;6;
Sum of min size of {acknowledge} sent (max) ;6;
Average of nb of {acknowledge} sent (avg) ;4.0;
Average of nb of {acknowledge} sent (stddev) ;0.0;
Average of nb of {acknowledge} sent (min) ;4.0;
Average of nb of {acknowledge} sent (max) ;4.0;
Average of total size of {acknowledge} sent (avg) ;8.0;
Average of total size of {acknowledge} sent (stddev) ;0.0;
Average of total size of {acknowledge} sent (min) ;8.0;
Average of total size of {acknowledge} sent (max) ;8.0;
Average of max size of {acknowledge} sent (avg) ;2.0;
Average of max size of {acknowledge} sent (stddev) ;0.0;
Average of max size of {acknowledge} sent (min) ;2.0;
Average of max size of {acknowledge} sent (max) ;2.0;
Average of min size of {acknowledge} sent (avg) ;2.0;
Average of min size of {acknowledge} sent (stddev) ;0.0;
Average of min size of {acknowledge} sent (min) ;2.0;
Average of min size of {acknowledge} sent (max) ;2.0;
Standard deviation of nb of {acknowledge} sent (avg) ;0.816496580927726;
Standard deviation of nb of {acknowledge} sent (stddev) ;0.0;
Standard deviation of nb of {acknowledge} sent (min) ;0.816496580927726;
Standard deviation of nb of {acknowledge} sent (max) ;0.816496580927726;
Standard deviation of total size of {acknowledge} sent (avg) ;1.632993161855452;
Standard deviation of total size of {acknowledge} sent (stddev) ;0.0;
Standard deviation of total size of {acknowledge} sent (min) ;1.632993161855452;
Standard deviation of total size of {acknowledge} sent (max) ;1.632993161855452;
Standard deviation of max size of {acknowledge} sent (avg) ;0.0;
Standard deviation of max size of {acknowledge} sent (stddev) ;0.0;
Standard deviation of max size of {acknowledge} sent (min) ;0.0;
Standard deviation of max size of {acknowledge} sent (max) ;0;
Standard deviation of min size of {acknowledge} sent (avg) ;0.0;
Standard deviation of min size of {acknowledge} sent (stddev) ;0.0;
Standard deviation of min size of {acknowledge} sent (min) ;0.0;
Standard deviation of min size of {acknowledge} sent (max) ;0;
Product of nb of {confirm context} sent (avg) ;144.0;
Product of nb of {confirm context} sent (stddev) ;0.0;
Product of nb of {confirm context} sent (min) ;144;
Product of nb of {confirm context} sent (max) ;144;
Product of total size of {confirm context} sent (avg) ;3088832.0;
Product of total size of {confirm context} sent (stddev) ;0.0;
Product of total size of {confirm context} sent (min) ;3088832;
Product of total size of {confirm context} sent (max) ;3088832;
Product of max size of {confirm context} sent (avg) ;217088.0;
Product of max size of {confirm context} sent (stddev) ;0.0;
Product of max size of {confirm context} sent (min) ;217088;
Product of max size of {confirm context} sent (max) ;217088;
Product of min size of {confirm context} sent (avg) ;800.0;
Product of min size of {confirm context} sent (stddev) ;0.0;
Product of min size of {confirm context} sent (min) ;800;
Product of min size of {confirm context} sent (max) ;800;
Max of nb of {confirm context} sent (avg) ;6.0;
Max of nb of {confirm context} sent (stddev) ;0.0;
Max of nb of {confirm context} sent (min) ;6;
Max of nb of {confirm context} sent (max) ;6;
Max of total size of {confirm context} sent (avg) ;167.0;
Max of total size of {confirm context} sent (stddev) ;0.0;
Max of total size of {confirm context} sent (min) ;167;
Max of total size of {confirm context} sent (max) ;167;
Max of max size of {confirm context} sent (avg) ;64.0;
Max of max size of {confirm context} sent (stddev) ;0.0;
Max of max size of {confirm context} sent (min) ;64;
Max of max size of {confirm context} sent (max) ;64;
Max of min size of {confirm context} sent (avg) ;20.0;
Max of min size of {confirm context} sent (stddev) ;0.0;
Max of min size of {confirm context} sent (min) ;20;
Max of min size of {confirm context} sent (max) ;20;
Min of nb of {confirm context} sent (avg) ;4.0;
Min of nb of {confirm context} sent (stddev) ;0.0;
Min of nb of {confirm context} sent (min) ;4;
Min of nb of {confirm context} sent (max) ;4;
Min of total size of {confirm context} sent (avg) ;136.0;
Min of total size of {confirm context} sent (stddev) ;0.0;
Min of total size of {confirm context} sent (min) ;136;
Min of total size of {confirm context} sent (max) ;136;
Min of max size of {confirm context} sent (avg) ;53.0;
Min of max size of {confirm context} sent (stddev) ;0.0;
Min of max size of {confirm context} sent (min) ;53;
Min of max size of {confirm context} sent (max) ;53;
Min of min size of {confirm context} sent (avg) ;2.0;
Min of min size of {confirm context} sent (stddev) ;0.0;
Min of min size of {confirm context} sent (min) ;2;
Min of min size of {confirm context} sent (max) ;2;
Sum of nb of {confirm context} sent (avg) ;16.0;
Sum of nb of {confirm context} sent (stddev) ;0.0;
Sum of nb of {confirm context} sent (min) ;16;
Sum of nb of {confirm context} sent (max) ;16;
Sum of total size of {confirm context} sent (avg) ;439.0;
Sum of total size of {confirm context} sent (stddev) ;0.0;
Sum of total size of {confirm context} sent (min) ;439;
Sum of total size of {confirm context} sent (max) ;439;
Sum of max size of {confirm context} sent (avg) ;181.0;
Sum of max size of {confirm context} sent (stddev) ;0.0;
Sum of max size of {confirm context} sent (min) ;181;
Sum of max size of {confirm context} sent (max) ;181;
Sum of min size of {confirm context} sent (avg) ;42.0;
Sum of min size of {confirm context} sent (stddev) ;0.0;
Sum of min size of {confirm context} sent (min) ;42;
Sum of min size of {confirm context} sent (max) ;42;
Average of nb of {confirm context} sent (avg) ;5.333333333333334;
Average of nb of {confirm context} sent (stddev) ;8.881784197001252E-16;
Average of nb of {confirm context} sent (min) ;5.333333333333333;
Average of nb of {confirm context} sent (max) ;5.333333333333333;
Average of total size of {confirm context} sent (avg) ;146.33333333333331;
Average of total size of {confirm context} sent (stddev) ;2.8421709430404007E-14;
Average of total size of {confirm context} sent (min) ;146.33333333333334;
Average of total size of {confirm context} sent (max) ;146.33333333333334;
Average of max size of {confirm context} sent (avg) ;60.333333333333336;
Average of max size of {confirm context} sent (stddev) ;0.0;
Average of max size of {confirm context} sent (min) ;60.333333333333336;
Average of max size of {confirm context} sent (max) ;60.333333333333336;
Average of min size of {confirm context} sent (avg) ;14.0;
Average of min size of {confirm context} sent (stddev) ;0.0;
Average of min size of {confirm context} sent (min) ;14.0;
Average of min size of {confirm context} sent (max) ;14.0;
Standard deviation of nb of {confirm context} sent (avg) ;0.9428090415820634;
Standard deviation of nb of {confirm context} sent (stddev) ;0.0;
Standard deviation of nb of {confirm context} sent (min) ;0.9428090415820634;
Standard deviation of nb of {confirm context} sent (max) ;0.9428090415820634;
Standard deviation of total size of {confirm context} sent (avg) ;14.61354014452198;
Standard deviation of total size of {confirm context} sent (stddev) ;1.7763568394002505E-15;
Standard deviation of total size of {confirm context} sent (min) ;14.613540144521982;
Standard deviation of total size of {confirm context} sent (max) ;14.613540144521982;
Standard deviation of max size of {confirm context} sent (avg) ;5.185449728701349;
Standard deviation of max size of {confirm context} sent (stddev) ;8.881784197001252E-16;
Standard deviation of max size of {confirm context} sent (min) ;5.185449728701348;
Standard deviation of max size of {confirm context} sent (max) ;5.185449728701348;
Standard deviation of min size of {confirm context} sent (avg) ;8.48528137423857;
Standard deviation of min size of {confirm context} sent (stddev) ;0.0;
Standard deviation of min size of {confirm context} sent (min) ;8.48528137423857;
Standard deviation of min size of {confirm context} sent (max) ;8.48528137423857;
Product of nb of {completeness counter-example} sent (avg) ;16.0;
Product of nb of {completeness counter-example} sent (stddev) ;0.0;
