;v0.3.136e1_DAREschedule_ECAI-CL_DARE_8All
Standard deviation of min size of {acknowledge} sent (avg) ;1.4523687548277813;
Standard deviation of min size of {acknowledge} sent (stddev) ;0.0;
Standard deviation of min size of {acknowledge} sent (min) ;1.4523687548277813;
Standard deviation of min size of {acknowledge} sent (max) ;1.4523687548277813;
Product of nb of {confirm context} sent (avg) ;1270080.0;
Product of nb of {confirm context} sent (stddev) ;0.0;
Product of nb of {confirm context} sent (min) ;1270080;
Product of nb of {confirm context} sent (max) ;1270080;
Product of total size of {confirm context} sent (avg) ;6.945299862720471E18;
Product of total size of {confirm context} sent (stddev) ;0.0;
Product of total size of {confirm context} sent (min) ;6945299862720471450;
Product of total size of {confirm context} sent (max) ;6945299862720471450;
Product of max size of {confirm context} sent (avg) ;9.02623958784E13;
Product of max size of {confirm context} sent (stddev) ;0.0;
Product of max size of {confirm context} sent (min) ;90262395878400;
Product of max size of {confirm context} sent (max) ;90262395878400;
Product of min size of {confirm context} sent (avg) ;1.14791256E8;
Product of min size of {confirm context} sent (stddev) ;0.0;
Product of min size of {confirm context} sent (min) ;114791256;
Product of min size of {confirm context} sent (max) ;114791256;
Max of nb of {confirm context} sent (avg) ;9.0;
Max of nb of {confirm context} sent (stddev) ;0.0;
Max of nb of {confirm context} sent (min) ;9;
Max of nb of {confirm context} sent (max) ;9;
Max of total size of {confirm context} sent (avg) ;685.0;
Max of total size of {confirm context} sent (stddev) ;0.0;
Max of total size of {confirm context} sent (min) ;685;
Max of total size of {confirm context} sent (max) ;685;
Max of max size of {confirm context} sent (avg) ;145.0;
Max of max size of {confirm context} sent (stddev) ;0.0;
Max of max size of {confirm context} sent (min) ;145;
Max of max size of {confirm context} sent (max) ;145;
Max of min size of {confirm context} sent (avg) ;27.0;
Max of min size of {confirm context} sent (stddev) ;0.0;
Max of min size of {confirm context} sent (min) ;27;
Max of min size of {confirm context} sent (max) ;27;
Min of nb of {confirm context} sent (avg) ;3.0;
Min of nb of {confirm context} sent (stddev) ;0.0;
Min of nb of {confirm context} sent (min) ;3;
Min of nb of {confirm context} sent (max) ;3;
Min of total size of {confirm context} sent (avg) ;10.0;
Min of total size of {confirm context} sent (stddev) ;0.0;
Min of total size of {confirm context} sent (min) ;10;
Min of total size of {confirm context} sent (max) ;10;
Min of max size of {confirm context} sent (avg) ;2.0;
Min of max size of {confirm context} sent (stddev) ;0.0;
Min of max size of {confirm context} sent (min) ;2;
Min of max size of {confirm context} sent (max) ;2;
Min of min size of {confirm context} sent (avg) ;2.0;
Min of min size of {confirm context} sent (stddev) ;0.0;
Min of min size of {confirm context} sent (min) ;2;
Min of min size of {confirm context} sent (max) ;2;
Sum of nb of {confirm context} sent (avg) ;50.0;
Sum of nb of {confirm context} sent (stddev) ;0.0;
Sum of nb of {confirm context} sent (min) ;50;
Sum of nb of {confirm context} sent (max) ;50;
Sum of total size of {confirm context} sent (avg) ;3365.0;
Sum of total size of {confirm context} sent (stddev) ;0.0;
Sum of total size of {confirm context} sent (min) ;3365;
Sum of total size of {confirm context} sent (max) ;3365;
Sum of max size of {confirm context} sent (avg) ;776.0;
Sum of max size of {confirm context} sent (stddev) ;0.0;
Sum of max size of {confirm context} sent (min) ;776;
Sum of max size of {confirm context} sent (max) ;776;
Sum of min size of {confirm context} sent (avg) ;141.0;
Sum of min size of {confirm context} sent (stddev) ;0.0;
Sum of min size of {confirm context} sent (min) ;141;
Sum of min size of {confirm context} sent (max) ;141;
Average of nb of {confirm context} sent (avg) ;6.25;
Average of nb of {confirm context} sent (stddev) ;0.0;
Average of nb of {confirm context} sent (min) ;6.25;
Average of nb of {confirm context} sent (max) ;6.25;
Average of total size of {confirm context} sent (avg) ;420.625;
Average of total size of {confirm context} sent (stddev) ;0.0;
Average of total size of {confirm context} sent (min) ;420.625;
Average of total size of {confirm context} sent (max) ;420.625;
Average of max size of {confirm context} sent (avg) ;97.0;
Average of max size of {confirm context} sent (stddev) ;0.0;
Average of max size of {confirm context} sent (min) ;97.0;
Average of max size of {confirm context} sent (max) ;97.0;
Average of min size of {confirm context} sent (avg) ;17.625;
Average of min size of {confirm context} sent (stddev) ;0.0;
Average of min size of {confirm context} sent (min) ;17.625;
Average of min size of {confirm context} sent (max) ;17.625;
Standard deviation of nb of {confirm context} sent (avg) ;2.165063509461097;
Standard deviation of nb of {confirm context} sent (stddev) ;0.0;
Standard deviation of nb of {confirm context} sent (min) ;2.165063509461097;
Standard deviation of nb of {confirm context} sent (max) ;2.165063509461097;
Standard deviation of total size of {confirm context} sent (avg) ;282.7613558727571;
Standard deviation of total size of {confirm context} sent (stddev) ;0.0;
Standard deviation of total size of {confirm context} sent (min) ;282.7613558727571;
Standard deviation of total size of {confirm context} sent (max) ;282.7613558727571;
Standard deviation of max size of {confirm context} sent (avg) ;61.11055555303028;
Standard deviation of max size of {confirm context} sent (stddev) ;0.0;
Standard deviation of max size of {confirm context} sent (min) ;61.11055555303028;
Standard deviation of max size of {confirm context} sent (max) ;61.11055555303028;
Standard deviation of min size of {confirm context} sent (avg) ;12.103072956898178;
Standard deviation of min size of {confirm context} sent (stddev) ;0.0;
Standard deviation of min size of {confirm context} sent (min) ;12.103072956898178;
Standard deviation of min size of {confirm context} sent (max) ;12.103072956898178;
Product of nb of {completeness counter-example} sent (avg) ;8000.0;
Product of nb of {completeness counter-example} sent (stddev) ;0.0;
Product of nb of {completeness counter-example} sent (min) ;8000;
Product of nb of {completeness counter-example} sent (max) ;8000;
Product of total size of {completeness counter-example} sent (avg) ;1.953125E12;
Product of total size of {completeness counter-example} sent (stddev) ;0.0;
Product of total size of {completeness counter-example} sent (min) ;1953125000000;
Product of total size of {completeness counter-example} sent (max) ;1953125000000;
Product of max size of {completeness counter-example} sent (avg) ;2.44140625E8;
Product of max size of {completeness counter-example} sent (stddev) ;0.0;
Product of max size of {completeness counter-example} sent (min) ;244140625;
Product of max size of {completeness counter-example} sent (max) ;244140625;
Product of min size of {completeness counter-example} sent (avg) ;2.44140625E8;
Product of min size of {completeness counter-example} sent (stddev) ;0.0;
Product of min size of {completeness counter-example} sent (min) ;244140625;
Product of min size of {completeness counter-example} sent (max) ;244140625;
Max of nb of {completeness counter-example} sent (avg) ;5.0;
Max of nb of {completeness counter-example} sent (stddev) ;0.0;
Max of nb of {completeness counter-example} sent (min) ;5;
Max of nb of {completeness counter-example} sent (max) ;5;
Max of total size of {completeness counter-example} sent (avg) ;125.0;
Max of total size of {completeness counter-example} sent (stddev) ;0.0;
Max of total size of {completeness counter-example} sent (min) ;125;
Max of total size of {completeness counter-example} sent (max) ;125;
Max of max size of {completeness counter-example} sent (avg) ;25.0;
Max of max size of {completeness counter-example} sent (stddev) ;0.0;
Max of max size of {completeness counter-example} sent (min) ;25;
Max of max size of {completeness counter-example} sent (max) ;25;
Max of min size of {completeness counter-example} sent (avg) ;25.0;
Max of min size of {completeness counter-example} sent (stddev) ;0.0;
Max of min size of {completeness counter-example} sent (min) ;25;
Max of min size of {completeness counter-example} sent (max) ;25;
Min of nb of {completeness counter-example} sent (avg) ;-1.0;
Min of nb of {completeness counter-example} sent (stddev) ;0.0;
Min of nb of {completeness counter-example} sent (min) ;-1;
Min of nb of {completeness counter-example} sent (max) ;0;
Min of total size of {completeness counter-example} sent (avg) ;-1.0;
Min of total size of {completeness counter-example} sent (stddev) ;0.0;
Min of total size of {completeness counter-example} sent (min) ;-1;
Min of total size of {completeness counter-example} sent (max) ;0;
Min of max size of {completeness counter-example} sent (avg) ;-1.0;
Min of max size of {completeness counter-example} sent (stddev) ;0.0;
Min of max size of {completeness counter-example} sent (min) ;-1;
Min of max size of {completeness counter-example} sent (max) ;0;
Min of min size of {completeness counter-example} sent (avg) ;-1.0;
Min of min size of {completeness counter-example} sent (stddev) ;0.0;
Min of min size of {completeness counter-example} sent (min) ;-1;
Min of min size of {completeness counter-example} sent (max) ;0;
Sum of nb of {completeness counter-example} sent (avg) ;25.0;
Sum of nb of {completeness counter-example} sent (stddev) ;0.0;
Sum of nb of {completeness counter-example} sent (min) ;25;
Sum of nb of {completeness counter-example} sent (max) ;25;
Sum of total size of {completeness counter-example} sent (avg) ;673.0;
Sum of total size of {completeness counter-example} sent (stddev) ;0.0;
Sum of total size of {completeness counter-example} sent (min) ;673;
Sum of total size of {completeness counter-example} sent (max) ;673;
Sum of max size of {completeness counter-example} sent (avg) ;148.0;
Sum of max size of {completeness counter-example} sent (stddev) ;0.0;
Sum of max size of {completeness counter-example} sent (min) ;148;
Sum of max size of {completeness counter-example} sent (max) ;148;
Sum of min size of {completeness counter-example} sent (avg) ;148.0;
Sum of min size of {completeness counter-example} sent (stddev) ;0.0;
Sum of min size of {completeness counter-example} sent (min) ;148;
Sum of min size of {completeness counter-example} sent (max) ;148;
Average of nb of {completeness counter-example} sent (avg) ;3.125;
Average of nb of {completeness counter-example} sent (stddev) ;0.0;
Average of nb of {completeness counter-example} sent (min) ;3.125;
Average of nb of {completeness counter-example} sent (max) ;3.125;
Average of total size of {completeness counter-example} sent (avg) ;84.125;
Average of total size of {completeness counter-example} sent (stddev) ;0.0;
Average of total size of {completeness counter-example} sent (min) ;84.125;
Average of total size of {completeness counter-example} sent (max) ;84.125;
Average of max size of {completeness counter-example} sent (avg) ;18.5;
Average of max size of {completeness counter-example} sent (stddev) ;0.0;
Average of max size of {completeness counter-example} sent (min) ;18.5;
Average of max size of {completeness counter-example} sent (max) ;18.5;
Average of min size of {completeness counter-example} sent (avg) ;18.5;
Average of min size of {completeness counter-example} sent (stddev) ;0.0;
Average of min size of {completeness counter-example} sent (min) ;18.5;
Average of min size of {completeness counter-example} sent (max) ;18.5;
Standard deviation of nb of {completeness counter-example} sent (avg) ;2.4206145913796355;
Standard deviation of nb of {completeness counter-example} sent (stddev) ;0.0;
Standard deviation of nb of {completeness counter-example} sent (min) ;2.4206145913796355;
Standard deviation of nb of {completeness counter-example} sent (max) ;2.4206145913796355;
Standard deviation of total size of {completeness counter-example} sent (avg) ;50.32503725781035;
Standard deviation of total size of {completeness counter-example} sent (stddev) ;0.0;
Standard deviation of total size of {completeness counter-example} sent (min) ;50.32503725781035;
Standard deviation of total size of {completeness counter-example} sent (max) ;50.32503725781035;
Standard deviation of max size of {completeness counter-example} sent (avg) ;11.258330249197702;
Standard deviation of max size of {completeness counter-example} sent (stddev) ;0.0;
Standard deviation of max size of {completeness counter-example} sent (min) ;11.258330249197702;
Standard deviation of max size of {completeness counter-example} sent (max) ;11.258330249197702;
Standard deviation of min size of {completeness counter-example} sent (avg) ;11.258330249197702;
Standard deviation of min size of {completeness counter-example} sent (stddev) ;0.0;
Standard deviation of min size of {completeness counter-example} sent (min) ;11.258330249197702;
Standard deviation of min size of {completeness counter-example} sent (max) ;11.258330249197702;
Product of nb of {argue} sent (avg) ;-20.0;
Product of nb of {argue} sent (stddev) ;0.0;
Product of nb of {argue} sent (min) ;-20;
Product of nb of {argue} sent (max) ;0;
Product of total size of {argue} sent (avg) ;-2620.0;
Product of total size of {argue} sent (stddev) ;0.0;
Product of total size of {argue} sent (min) ;-2620;
Product of total size of {argue} sent (max) ;0;
Product of max size of {argue} sent (avg) ;-137.0;
Product of max size of {argue} sent (stddev) ;0.0;
Product of max size of {argue} sent (min) ;-137;
Product of max size of {argue} sent (max) ;0;
Product of min size of {argue} sent (avg) ;-125.0;
Product of min size of {argue} sent (stddev) ;0.0;
Product of min size of {argue} sent (min) ;-125;
Product of min size of {argue} sent (max) ;0;
